Ticker,Beta
STB,1.3976107044973347
MBB,1.3294993713615628
LPB,1.3027784914433982
TCB,1.2854898029194697
CTG,1.2780745477116864
VPB,1.2594536640644043
BID,1.2504553243594372
VIB,1.1829477290212282
TPB,1.1068874385424428
ACB,1.077123927707487
HDB,1.0622885604089087
VCB,0.8108050981294918
EIB,0.6032386401842751
